title,year,release_date_imdb,rating_imdb
zombieland,2009,2009-09-25,7.6
glass onion,2022,2022-09-13,7.1
dune part one,2021,2021-09-03,8.0
rite,2011,2011-01-26,6.0
retfrdighedens ryttere,2020,2020-11-19,7.5
man from toronto,2022,2022-06-24,5.8
hobbit the desolation of smaug,2013,2013-12-02,7.8
demolition,2015,2015-09-10,7.0
whip it,2009,2009-09-13,6.9
bronson,,,7.0
house of the devil,2009,2009-04-25,6.3
education,2009,2009-01-18,7.3
texas chainsaw massacre,2022,2022-02-18,4.7
away we go,2009,2009-06-05,7.0
whatever works,2009,2009-04-22,7.1
from paris with love,2010,2010-02-04,6.4
nightmare on elm street,2010,2010-04-27,5.2
my bloody valentine,2009,2009-01-08,5.4
paranormal activity,2007,2007-10-14,6.3
10 cloverfield lane,2016,2016-03-08,7.2
moon,2009,2009-01-23,7.8
when in rome,2010,2010-01-29,5.5
vals im bashir,2008,2008-05-15,8.0
star wars the clone wars,2008,2008-08-10,5.9
ninja assassin,2009,2009-09-29,6.3
prey,2022,2022-07-21,7.1
agora,2009,2009-05-17,7.1
triangle,2009,2009-08-27,6.9
pandorum,2009,2009-09-25,6.7
my name is khan,2010,2010-02-11,7.9
lincoln lawyer,2011,2011-03-10,7.3
2012,2009,2009-11-11,5.8
black dynamite,2009,2009-01-18,7.4
chugyeokja,2008,2008-02-14,7.8
hocus pocus 2,2022,2022-09-30,6.0
enter the void,2009,2009-05-22,7.2
rango,2011,2011-02-14,7.2
up in the air,2009,2009-09-05,7.4
step up 3d,2010,2010-08-04,6.2
bourne legacy,2012,2012-07-30,6.6
fiveyear engagement,2012,2012-04-18,6.2
diary of a wimpy kid,2010,2010-03-18,6.2
law abiding citizen,2009,2009-09-23,7.4
observe and report,2009,2009-03-16,5.7
violent night,2022,2022-11-12,6.7
funny people,2009,2009-07-20,6.3
harry potter and the deathly hallows part 2,2011,2011-07-07,8.1
muppets,2011,2011-11-04,7.1
last vegas,2013,2013-10-31,6.6
ouija,2014,2014-10-23,4.5
gran torino,2008,2008-12-09,8.1
jack ryan shadow recruit,2014,2014-01-15,6.2
out of the furnace,2013,2013-11-09,6.7
rambo last blood,2019,2019-09-18,6.1
brooklyns finest,2009,2009-01-16,6.7
moneyball,2011,2011-09-09,7.6
lone ranger,2013,2013-06-22,6.4
doctor strange,2016,2016-10-13,7.5
escape plan,2013,2013-07-18,6.7
hereafter,2010,2010-09-12,6.5
lost city of z,2016,2016-10-15,6.6
backup plan,2010,2010-04-23,5.3
lawless,2012,2012-05-19,7.2
first man,2018,2018-08-29,7.3
disaster movie,2008,2008-08-29,1.9
worlds end,2013,2013-07-10,6.9
cars 2,2011,2011-06-18,6.2
leap year,2010,2010-01-06,6.4
madeo,2009,2009-05-16,7.7
brave,2012,2012-06-10,7.1
battle los angeles,2011,2011-03-08,5.7
limitless,2011,2011-03-08,7.4
legend of the guardians the owls of gahoole,2010,2010-09-23,6.9
ghost in the shell,2017,2017-03-16,6.3
fourth kind,2009,2009-10-24,5.9
resident evil afterlife,2010,2010-09-02,5.8
ip man,2008,2008-12-12,8.0
zookeeper,2011,2011-07-06,5.2
65,,,5.4
get him to the greek,2010,2010-05-25,6.3
edge of darkness,2010,2010-01-28,6.6
debt,2010,2010-09-04,6.8
beautiful boy,2018,2018-09-07,7.4
iron man 2,2010,2010-04-26,6.9
let me in,2010,2010-09-13,7.1
mission impossible ghost protocol,2011,2011-12-07,7.4
anchorman 2 the legend continues,2013,2013-11-24,6.3
its complicated,2009,2009-12-10,6.5
alvin and the chipmunks the squeakquel,2009,2009-12-11,4.5
due date,2010,2010-10-31,6.5
hot tub time machine,2010,2010-03-17,6.4
thats my boy,2012,2012-06-04,5.5
fish tank,2009,2009-05-14,7.3
21 jump street,2012,2012-03-12,7.2
saw vi,2009,2009-10-22,6.0
men who stare at goats,2009,2009-09-08,6.2
red dawn,2012,2012-09-27,5.3
robocop,2014,2014-01-30,6.1
prophete,2009,2009-05-16,7.8
broken city,2013,2013-01-18,6.1
zack snyders justice league,2021,2021-03-18,7.9
your highness,2011,2011-04-08,5.5
sonic the hedgehog 2,2022,2022-03-27,6.5
death note,2017,2017-08-24,4.6
i spit on your grave,2010,2010-05-01,6.2
we need to talk about kevin,2011,2011-05-12,7.5
tourist,2010,2010-12-06,6.0
aloha,2015,2015-05-27,5.4
rec2,2009,2009-09-02,6.5
this is the end,2013,2013-06-03,6.6
red,2010,2010-09-29,7.0
kickass,2010,2010-03-12,7.6
spencer,2021,2021-09-03,6.6
300 rise of an empire,2014,2014-03-04,6.2
immortals,2011,2011-11-10,6.0
incendies,2010,2010-09-03,8.3
man with the iron fists,2012,2012-10-25,5.4
bullet train,2022,2022-07-18,7.3
cabin in the woods,2011,2011-12-11,7.0
den of thieves,2018,2018-01-18,7.0
twilight saga new moon,2009,2009-11-16,4.8
sex and the city 2,2010,2010-05-27,4.5
scream 4,2011,2011-04-11,6.2
crazy heart,2009,2009-12-06,7.2
hercules,2014,2014-07-23,6.0
very harold kumar 3d christmas,2011,2011-11-04,6.2
devils double,2011,2011-01-22,7.1
dont be afraid of the dark,2010,2010-11-06,5.5
venom,2018,2018-10-01,6.6
x first class,2011,2011-05-25,7.7
2 guns,2013,2013-07-30,6.7
looper,2012,2012-09-06,7.4
madagascar 3 europes most wanted,2012,2012-05-18,6.8
dd sn,2009,2009-01-09,6.3
belfast,2021,2021-09-02,7.2
date night,2010,2010-04-06,6.3
easy a,2010,2010-09-11,7.0
bad teacher,2011,2011-06-17,5.6
social network,2010,2010-09-24,7.8
don 2,2011,2011-12-22,7.1
evil dead,2013,2013-03-08,6.5
ghostbusters,2016,2016-07-09,6.8
harry brown,2009,2009-09-12,7.2
teenage mutant ninja turtles,2014,2014-08-03,5.8
warrior,2011,2011-09-09,8.1
how to be single,2016,2016-02-03,6.1
xxx return of xander cage,2017,2017-01-05,5.2
last song,2010,2010-03-31,6.0
hustle,2019,2019-05-08,5.4
watch,2012,2012-07-27,5.7
pirates of the caribbean on stranger tides,2011,2011-05-07,6.6
boondock saints ii all saints day,2009,2009-10-19,6.2
iron man three,2013,2013-04-14,7.1
irishman,2019,2019-09-27,7.8
kung fu panda 2,2011,2011-05-22,7.2
secreto de sus ojos,2009,2009-08-13,8.2
5050,2011,2011-09-12,7.6
seeking a friend for the end of the world,2012,2012-06-18,6.7
bullet to the head,2012,2012-11-14,5.7
halloween ii,2009,2009-08-28,4.8
devil,2010,2010-09-16,6.3
single man,2009,2009-09-11,7.5
rise of the planet of the apes,2011,2011-07-28,7.6
last exorcism,2010,2010-06-24,5.7
expendables,2010,2010-08-03,6.4
gullivers travels,2010,2010-12-22,4.9
death at a funeral,2010,2010-04-12,5.7
in the heights,2021,2021-06-09,7.3
oldboy,2013,2013-11-11,5.8
beaver,2011,2011-03-16,6.6
gangster squad,2013,2013-01-07,6.7
august osage county,2013,2013-09-09,7.2
going the distance,2010,2010-08-27,6.3
despicable me,2010,2010-06-20,7.6
twilight saga breaking dawn part 1,2011,2011-10-30,4.9
twilight saga eclipse,2010,2010-06-30,5.1
lucky one,2012,2012-04-19,6.4
lee daniels the butler,2013,2013-08-05,7.2
day shift,2022,2022-08-12,6.1
lost city,2022,2022-03-12,6.1
movie 43,2013,2013-01-01,4.3
never let me go,2010,2010-09-03,7.1
arthur,2011,2011-04-08,5.7
evil dead rise,2023,2023-03-15,6.5
47 ronin,2013,2013-12-06,6.2
rock of ages,2012,2012-06-13,5.9
popes exorcist,2023,2023-04-05,6.1
terminator genisys,2015,2015-06-21,6.3
how do you know,2010,2010-12-13,5.4
great gatsby,2013,2013-05-01,7.2
dredd,2012,2012-07-11,7.1
dark knight rises,2012,2012-07-16,8.4
jack the giant slayer,2013,2013-02-27,6.3
chloe,2009,2009-09-13,6.3
if i stay,2014,2014-08-18,6.7
infiltrator,2016,2016-07-06,7.0
passengers,2016,2016-12-14,7.0
black mass,2015,2015-09-04,6.9
x,2022,2022-03-13,6.6
see how they run,2022,2022-09-08,6.5
beasts of no nation,2015,2015-09-03,7.7
tomb raider,2018,2018-03-02,6.3
sitter,2011,2011-12-09,5.6
cloud atlas,2012,2012-09-08,7.4
this is where i leave you,2014,2014-09-07,6.6
pride and prejudice and zombies,2016,2016-01-21,5.8
upside down,2012,2012-08-22,6.3
inception,2010,2010-07-08,8.8
grown ups,2010,2010-06-24,6.0
whale,2022,2022-09-04,7.7
adjustment bureau,2011,2011-02-14,7.0
cop out,2010,2010-02-22,5.5
other guys,2010,2010-08-02,6.6
suicide squad,2016,2016-08-01,5.9
total recall,2012,2012-08-02,6.2
downsizing,2017,2017-08-30,5.8
stand up guys,,,6.4
we bought a zoo,2011,2011-11-26,7.1
in the heart of the sea,2015,2015-12-02,6.9
hunger games,2012,2012-03-12,7.2
mad max fury road,2015,2015-05-07,8.1
prisoners,2013,2013-08-30,8.1
mr poppers penguins,2011,2011-06-16,6.0
it,2017,2017-09-05,7.3
taken 2,2012,2012-09-07,6.2
journey 2 the mysterious island,2012,2012-01-19,5.7
straight outta compton,2015,2015-08-11,7.8
transformers dark of the moon,2011,2011-06-23,6.2
winters bone,2010,2010-01-21,7.1
unknown,2011,2011-02-16,6.8
hesher,2010,2010-01-22,6.9
true grit,2010,2010-12-14,7.6
remember me,2010,2010-03-01,7.1
star trek into darkness,2013,2013-05-02,7.7
ride along,2014,2014-01-17,6.1
men in black 3,2012,2012-05-14,6.8
jin ling shi san chai,2011,2011-12-11,7.5
ticket to paradise,2022,2022-09-08,6.1
no strings attached,2011,2011-01-11,6.2
riddick,2013,2013-08-28,6.4
hangover part ii,2011,2011-05-19,6.5
best exotic marigold hotel,2011,2011-11-30,7.2
12 strong,2018,2018-01-16,6.5
pale blue eye,2022,2022-12-14,6.6
you again,2010,2010-09-23,5.7
kill the irishman,2011,2011-03-11,7.0
i frankenstein,2014,2014-01-20,5.1
fabelmans,2022,2022-09-10,7.5
cocaine bear,2023,2023-02-22,5.9
asteroid city,2023,2023-05-23,6.6
predators,2010,2010-07-07,6.4
hansel gretel witch hunters,2013,2013-01-17,6.1
wolverine,2013,2013-07-16,6.7
arthur christmas,2011,2011-11-11,7.1
pirates in an adventure with scientists,2012,2012-03-28,6.7
deadpool,2016,2016-01-21,8.0
faster,2010,2010-11-24,6.4
disconnect,,,7.5
jusannin no shikaku,2010,2010-09-09,7.5
rio,2011,2011-03-22,6.9
fright night,2011,2011-08-14,6.4
charlie st cloud,2010,2010-07-30,6.4
battleship,2012,2012-04-03,5.8
american,2010,2010-09-01,6.3
under the skin,2013,2013-08-29,6.3
tar,2022,2022-09-01,7.4
rise of the guardians,2012,2012-10-10,7.2
prometheus,2012,2012-04-11,7.0
killer elite,2011,2011-09-10,6.4
filth,2013,2013-09-16,7.0
monsters university,2013,2013-06-05,7.2
help,2011,2011-08-09,8.1
gravity,2013,2013-08-28,7.7
conjuring,2013,2013-06-08,7.5
next three days,2010,2010-11-09,7.3
dream house,2011,2011-09-29,6.0
buried,2010,2010-01-23,7.0
indiana jones and the dial of destiny,2023,2023-05-18,6.6
uncharted,2022,2022-02-08,6.3
i am number four,2011,2011-02-09,6.1
baywatch,2017,2017-05-12,5.5
monsters,2010,2010-03-13,6.4
bridget joness baby,2016,2016-09-05,6.5
saw 3d,2010,2010-10-22,5.5
aquaman,2018,2018-11-26,6.8
bridesmaids,2011,2011-04-28,6.8
attack the block,2011,2011-03-12,6.7
lorax,2012,2012-02-19,6.4
oblivion,2013,2013-03-26,7.0
greatest showman,2017,2017-12-20,7.5
red riding hood,2011,2011-03-07,5.4
raven,2012,2012-03-09,6.4
f word,2013,2013-09-07,6.8
changeup,2011,2011-08-01,6.3
guillermo del toros pinocchio,2022,2022-10-15,7.6
triple frontier,2019,2019-03-06,6.5
booksmart,2019,2019-03-10,7.1
central intelligence,2016,2016-06-10,6.3
lego movie,2014,2014-02-01,7.7
iceman,2012,2012-08-30,6.8
underworld awakening,2012,2012-01-19,6.3
horrible bosses,2011,2011-06-30,6.9
bad boys for life,2020,2020-01-07,6.5
halloween,2018,2018-09-08,6.5
fantastic four,2015,2015-08-04,4.3
kings speech,2010,2010-09-06,8.0
haywire,2011,2011-11-06,5.8
three musketeers,2011,2011-09-01,5.7
super,2010,2010-09-10,6.7
sherlock holmes a game of shadows,2011,2011-12-10,7.4
host,2013,2013-03-22,5.8
barbie,2023,2023-07-09,7.0
star is born,2018,2018-08-31,7.6
contraband,2012,2012-01-12,6.4
vacation,2015,2015-07-29,6.1
melancholia,2011,2011-05-18,7.1
exodus gods and kings,2014,2014-12-03,6.0
daddys home,2015,2015-12-09,6.2
everything must go,2010,2010-09-10,6.4
beginners,2010,2010-09-11,7.2
fall,2022,2022-08-10,6.4
kantara,2022,2022-09-30,8.2
elysium,2013,2013-08-07,6.6
captain phillips,2013,2013-09-27,7.8
paranormal activity 2,2010,2010-10-20,5.7
mortal instruments city of bones,2013,2013-08-12,5.8
oppenheimer,2023,2023-07-11,8.5
guard,2011,2011-01-20,7.3
127 hours,2010,2010-09-04,7.5
premium rush,2012,2012-08-22,6.5
smile,2022,2022-09-22,6.5
another earth,2011,2011-01-24,6.9
last stand,2013,2013-01-12,6.3
beautiful creatures,2013,2013-01-19,6.1
zombieland double tap,2019,2019-10-09,6.7
master,2012,2012-09-01,7.1
one day,2011,2011-08-08,7.0
just go with it,2011,2011-02-08,6.4
skyline,2010,2010-11-11,4.5
no hard feelings,2023,2023-06-15,6.4
get the gringo,2012,2012-03-15,6.9
knock at the cabin,2023,2023-01-24,6.1
man on a ledge,2012,2012-01-26,6.6
girl with the dragon tattoo,2011,2011-12-12,7.8
war horse,2011,2011-12-04,7.2
karigurashi no arietti,2010,2010-07-17,7.6
crazy stupid love,2011,2011-07-19,7.4
mortal engines,2018,2018-12-05,6.1
texas chainsaw 3d,2013,2013-01-03,4.8
dilemma,2011,2011-01-13,5.3
elemental,2023,2023-05-27,7.0
barbarian,2022,2022-08-29,7.0
house at the end of the street,2012,2012-09-21,5.5
larry crowne,2011,2011-06-27,6.1
gi joe retaliation,2013,2013-03-11,5.7
what to expect when youre expecting,2012,2012-05-17,5.7
machine gun preacher,2011,2011-09-11,6.7
maleficent,2014,2014-05-28,6.9
warm bodies,2013,2013-01-16,6.8
jeff who lives at home,2011,2011-09-14,6.4
commuter,2018,2018-01-08,6.3
insidious,2010,2010-09-14,6.8
act of valor,2012,2012-02-07,6.4
lockout,2012,2012-04-07,6.0
lol,2012,2012-02-10,4.4
fast five,2011,2011-04-15,7.3
soul surfer,2011,2011-04-08,7.0
this means war,2012,2012-01-30,6.3
big short,2015,2015-11-12,7.8
woman in black,2012,2012-01-24,6.4
contagion,2011,2011-09-03,6.8
new years eve,2011,2011-12-05,5.6
safe house,2012,2012-02-07,6.7
abduction,2011,2011-08-23,5.1
drop,2014,2014-09-05,7.0
grey,2011,2011-12-11,6.7
only god forgives,2013,2013-05-22,5.7
amour,2012,2012-05-20,7.9
american reunion,2012,2012-04-04,6.7
midnight in paris,2011,2011-05-11,7.6
good day to die hard,2013,2013-02-06,5.2
vow,2012,2012-02-06,6.8
zoolander 2,2016,2016-02-01,4.7
abraham lincoln vampire hunter,2012,2012-06-18,5.9
kontiki,2012,2012-08-18,7.1
savages,2012,2012-06-25,6.4
margin call,2011,2011-01-25,7.1
foreigner,2017,2017-09-24,7.0
j edgar,2011,2011-11-03,6.5
jupiter ascending,2015,2015-01-27,5.3
last witch hunter,2015,2015-10-13,5.9
jackie,2016,2016-09-07,6.7
30 minutes or less,2011,2011-08-11,6.1
final destination 5,2011,2011-08-04,5.9
oz the great and powerful,2013,2013-02-14,6.3
paranorman,2012,2012-08-03,7.0
young adult,2011,2011-12-09,6.3
independence day resurgence,2016,2016-06-20,5.2
avatar the way of water,2022,2022-12-06,7.6
edge of tomorrow,2014,2014-05-28,7.9
friends with benefits,2011,2011-07-18,6.5
bloodshot,2020,2020-03-05,5.7
johnny english reborn,2011,2011-09-15,6.3
project x,2012,2012-03-01,6.6
in time,2011,2011-10-20,6.7
our idiot brother,2011,2011-01-22,6.4
ted,2012,2012-06-29,6.9
man from uncle,2015,2015-08-02,7.2
air,2023,2023-03-18,7.4
inside job,2010,2010-02-02,8.2
dictator,2012,2012-05-16,6.4
how to train your dragon 2,2014,2014-05-16,7.8
wrath of the titans,2012,2012-03-28,5.7
here comes the boom,2012,2012-10-10,6.4
dark tower,2017,2017-07-31,5.6
gray man,2022,2022-07-13,6.5
imposible,2012,2012-09-09,7.5
super 8,2011,2011-06-09,7.0
kickass 2,2013,2013-08-14,6.5
blonde,2022,2022-09-08,5.5
age of adaline,2015,2015-04-08,7.2
artist,2011,2011-05-15,7.9
safe,2012,2012-04-16,6.5
colombiana,2011,2011-06-25,6.4
perks of being a wallflower,2012,2012-09-08,7.9
cinderella,2015,2015-02-13,6.9
grudge match,2013,2013-12-16,6.4
revenant,2015,2015-12-16,8.0
pacific rim,2013,2013-07-01,6.9
vampires suck,2010,2010-08-18,3.4
duff,2015,2015-02-12,6.4
mirror mirror,2012,2012-03-15,5.6
ice age continental drift,2012,2012-06-26,6.5
now you see me,2013,2013-05-21,7.2
twilight saga breaking dawn part 2,2012,2012-11-12,5.5
entourage,2015,2015-05-27,6.5
take shelter,2011,2011-01-24,7.3
ready player one,2018,2018-03-11,7.4
trolls,2016,2016-10-08,6.4
stoker,,,6.7
vampire academy,2014,2014-02-07,5.4
despicable me 2,2013,2013-06-16,7.3
before i fall,2017,2017-01-21,6.4
carnage,2011,2011-09-01,7.1
sausage party,2016,2016-03-14,6.1
safe haven,2013,2013-02-13,6.6
justin bieber never say never,2011,2011-02-09,1.7
equalizer 3,2023,2023-08-30,6.9
bernie,2011,2011-06-16,6.8
chronicle,2012,2012-01-28,7.0
snowpiercer,2013,2013-07-29,7.1
miserables,2012,2012-12-05,7.5
21 over,2013,2013-02-28,5.8
office christmas party,2016,2016-12-07,5.9
triple 9,2016,2016-02-16,6.3
spectacular now,2013,2013-01-18,7.1
only lovers left alive,2013,2013-05-25,7.2
were the millers,2013,2013-08-03,7.0
shame,2011,2011-09-04,7.2
before i go to sleep,2014,2014-09-04,6.3
killer joe,2011,2011-09-08,6.7
way way back,2013,2013-01-21,7.4
scouts guide to the zombie apocalypse,2015,2015-10-23,6.3
bohemian rhapsody,2018,2018-10-23,7.9
enders game,2013,2013-10-24,6.6
snow white and the huntsman,2012,2012-05-14,6.1
secret in their eyes,2015,2015-11-11,6.3
sabotage,2014,2014-03-19,5.7
top gun maverick,2022,2022-05-18,8.3
moonrise kingdom,2012,2012-05-16,7.8
collection,2012,2012-09-21,6.1
dogs purpose,2017,2017-01-19,7.2
petit prince,2015,2015-05-22,7.7
like crazy,2011,2011-01-22,6.6
snowman,2017,2017-10-07,5.1
this is 40,2012,2012-12-20,6.2
first time,2012,2012-01-21,6.8
arbitrage,2012,2012-01-21,6.6
killing them softly,2012,2012-05-22,6.2
expendables 2,2012,2012-08-08,6.6
scream vi,2023,2023-03-08,6.5
odd thomas,2013,2013-04-06,6.8
apollo 18,2011,2011-09-01,5.2
wreckit ralph,2012,2012-11-01,7.7
paranormal activity 3,2011,2011-10-14,5.8
anna karenina,2012,2012-09-04,6.6
no escape,2015,2015-08-26,6.7
fetih 1453,2012,2012-02-16,6.5
pirates of the caribbean dead men tell no tales,2017,2017-05-11,6.5
maze runner,2014,2014-09-11,6.8
zero dark thirty,2012,2012-12-10,7.4
campaign,2012,2012-08-04,6.1
inherent vice,2014,2014-10-04,6.6
while were young,2014,2014-09-06,6.3
southpaw,2015,2015-06-13,7.3
her,2013,2013-10-12,8.0
american hustle,2013,2013-12-03,7.2
that awkward moment,2014,2014-01-27,6.1
gold,2016,2016-12-29,6.7
step up revolution,2012,2012-07-26,6.4
unbroken,2014,2014-11-17,7.2
after earth,2013,2013-05-01,4.8
place beyond the pines,2012,2012-09-07,7.3
nebraska,2013,2013-05-23,7.7
red 2,2013,2013-07-18,6.6
chappie,2015,2015-03-04,6.8
black panther,2018,2018-01-29,7.3
jodaeiye nader az simin,2011,2011-02-01,8.3
winters tale,2014,2014-02-10,6.1
honest thief,2020,2020-09-03,6.0
ruby sparks,2012,2012-07-25,7.2
divergent,2014,2014-03-18,6.6
words,2012,2012-01-27,7.0
captain america the winter soldier,2014,2014-03-13,7.8
hunter killer,2018,2018-03-30,6.6
loft,2014,2014-10-14,6.3
sisters,2015,2015-12-12,6.0
django unchained,2012,2012-12-11,8.5
youre next,2011,2011-09-10,6.6
percy jackson sea of monsters,2013,2013-08-07,5.7
end of watch,2012,2012-09-08,7.6
resident evil retribution,2012,2012-09-03,5.3
blade runner 2049,2017,2017-10-03,8.0
dirty grandpa,2016,2016-01-20,5.9
highwaymen,2019,2019-03-10,6.9
turbo,2013,2013-07-10,6.4
deepwater horizon,2016,2016-09-13,7.1
safety not guaranteed,2012,2012-01-22,6.9
east,2013,2013-01-20,6.8
amazing spiderman 2,2014,2014-04-10,6.6
judge,2014,2014-09-04,7.4
batman,2022,2022-03-01,7.8
xmen days of future past,2014,2014-05-10,7.9
edge of seventeen,2016,2016-09-16,7.3
hummingbird,2013,2013-04-15,6.2
spotlight,2015,2015-09-03,8.1
serbuan maut,2011,2011-09-08,7.6
parker,2013,2013-01-18,6.2
furious 6,2013,2013-05-07,7.0
flight,2012,2012-10-14,7.3
call,2013,2013-03-14,6.7
penguins of madagascar,2014,2014-11-08,6.6
magic mike,2012,2012-06-24,6.1
pompeii,2014,2014-02-18,5.5
sinister,2012,2012-03-11,6.8
trance,2013,2013-03-19,6.9
lets be cops,2014,2014-08-07,6.4
big wedding,2013,2013-04-25,5.6
seven psychopaths,2012,2012-09-07,7.1
mud,2012,2012-05-26,7.4
miss peregrines home for peculiar children,2016,2016-09-25,6.7
nymphomaniac vol i,2013,2013-12-25,6.9
carrie,2013,2013-10-07,5.8
ford v ferrari,2019,2019-08-30,8.1
hangover part iii,2013,2013-05-20,5.8
hunger games catching fire,2013,2013-11-11,7.5
hunger games mockingjay part 1,2014,2014-11-10,6.6
hunger games mockingjay part 2,2015,2015-11-04,6.5
sex tape,2014,2014-07-16,5.1
noah,2014,2014-03-10,5.8
hitmans bodyguard,2017,2017-08-10,6.9
american assassin,2017,2017-09-06,6.2
tomorrowland,2015,2015-05-09,6.4
labor day,2013,2013-08-30,6.9
automata,2014,2014-09-20,6.0
most wanted man,,,6.7
king arthur legend of the sword,2017,2017-04-27,6.7
best of me,2014,2014-10-07,6.7
neon demon,2016,2016-05-20,6.1
victor frankenstein,2015,2015-11-10,5.9
rush,2013,2013-09-02,8.1
toy story 4,2019,2019-06-11,7.7
good dinosaur,2015,2015-11-10,6.7
pain gain,2013,2013-04-11,6.4
begin again,2013,2013-09-07,7.4
thor the dark world,2013,2013-10-22,6.8
geostorm,2017,2017-10-12,5.3
pitch perfect,2012,2012-09-28,7.1
angry birds,2016,2016-05-01,6.3
cloudy with a chance of meatballs 2,2013,2013-09-26,6.3
upside,2017,2017-09-08,7.0
robot frank,2012,2012-01-20,7.0
chernobyl diaries,2012,2012-05-24,5.0
machete kills,2013,2013-09-19,5.6
neighbors,2014,2014-03-08,6.3
war dogs,,,7.1
frozen ground,2013,2013-02-01,6.4
kaze tachinu,2013,2013-07-20,7.7
guardians of the galaxy,2014,2014-07-21,8.0
all is lost,2013,2013-05-22,6.9
mama,2013,2013-01-17,6.2
identity thief,2013,2013-02-07,5.7
nonstop,2014,2014-01-27,6.9
12 years a slave,2013,2013-08-30,8.1
finest hours,2016,2016-01-27,6.7
great wall,2016,2016-12-06,5.9
flatliners,2017,2017-09-25,5.2
gambler,2014,2014-11-10,6.0
inside llewyn davis,2013,2013-05-19,7.4
side effects,2013,2013-01-31,7.1
eye in the sky,2015,2015-09-11,7.3
point break,2015,2015-12-01,5.3
rocketman,2019,2019-05-16,7.3
chaos walking,,,5.7
steve jobs,2015,2015-09-05,7.2
trouble with the curve,2012,2012-09-19,6.8
imitation game,2014,2014-08-29,8.0
mr right,2015,2015-09-19,6.3
assassins creed,2016,2016-12-13,5.6
dumb and dumber to,2014,2014-11-03,5.6
inside out,2015,2015-05-18,8.1
dead man down,2013,2013-02-26,6.4
spring breakers,2012,2012-09-05,5.3
tammy,2014,2014-06-30,4.9
dawn of the planet of the apes,2014,2014-06-26,7.6
vhs,2012,2012-01-22,5.8
into the storm,2014,2014-07-28,5.8
spectral,2016,2016-12-09,6.3
paranormal activity 4,2012,2012-09-27,4.6
transformers age of extinction,2014,2014-06-19,5.6
final girls,2015,2015-01-30,6.5
hacksaw ridge,2016,2016-09-04,8.1
house with a clock in its walls,2018,2018-09-19,6.1
pixels,2015,2015-04-17,5.6
beasts of the southern wild,2012,2012-01-20,7.2
san andreas,2015,2015-05-21,6.1
bling ring,2013,2013-05-16,5.6
long shot,,,6.8
saving mr banks,2013,2013-10-20,7.5
selfless,2015,2015-07-10,6.5
accountant,,,7.3
bad words,2013,2013-09-06,6.6
horrible bosses 2,2014,2014-11-12,6.3
st vincent,2014,2014-09-05,7.2
3 days to kill,2014,2014-02-12,6.2
jab tak hai jaan,2012,2012-11-13,6.7
monuments men,2014,2014-02-04,6.1
american sniper,2014,2014-11-11,7.3
deep water,2022,2022-03-17,5.5
into the woods,2014,2014-12-08,5.9
purge,2013,2013-05-02,5.7
grown ups 2,2013,2013-07-11,5.4
counselor,2013,2013-10-03,5.4
about time,2013,2013-06-27,7.8
run all night,2015,2015-03-09,6.6
other woman,2014,2014-04-01,6.0
before midnight,2013,2013-01-20,7.9
transcendence,2014,2014-04-10,6.2
draft day,2014,2014-04-11,6.8
home,2015,2015-03-07,6.5
insidious chapter 2,2013,2013-09-13,6.5
mountain between us,2017,2017-09-09,6.4
don jon,2013,2013-01-18,6.5
wild card,2015,2015-01-14,5.6
rampage,2018,2018-04-09,6.1
internship,2013,2013-05-29,6.3
valerian and the city of a thousand planets,2017,2017-07-17,6.4
money monster,2016,2016-05-12,6.5
big hero 6,2014,2014-10-23,7.8
spiderman homecoming,2017,2017-06-28,7.4
book of life,2014,2014-10-03,7.2
serbuan maut 2 berandal,2014,2014-01-21,7.9
drinking buddies,2013,2013-01-22,6.1
kung fu panda 3,2016,2016-01-16,7.1
gone girl,2014,2014-09-26,8.1
magic mike xxl,2015,2015-07-01,5.6
haunting in venice,2023,2023-09-13,6.6
hellboy,2019,2019-04-09,5.2
finding dory,2016,2016-06-08,7.2
grand budapest hotel,2014,2014-02-06,8.1
spongebob movie sponge out of water,2015,2015-01-28,6.0
men in black international,2019,2019-06-11,5.6
jumanji welcome to the jungle,2017,2017-12-05,6.9
minions,2015,2015-06-11,6.4
22 jump street,2014,2014-06-04,7.0
frozen,2013,2013-11-10,7.4
olympus has fallen,2013,2013-03-18,6.5
5th wave,2016,2016-01-14,5.2
wild,2014,2014-08-29,7.1
hobbit the battle of the five armies,2014,2014-12-01,7.4
homefront,2013,2013-11-20,6.5
alien covenant,2017,2017-05-04,6.4
babadook,2014,2014-01-17,6.8
fifty shades of grey,2015,2015-02-09,4.2
mary queen of scots,2018,2018-11-15,6.3
expendables 3,2014,2014-08-04,6.1
fruitvale station,2013,2013-01-19,7.5
blue jasmine,2013,2013-07-22,7.3
white house down,2013,2013-06-21,6.3
rover,2014,2014-05-18,6.4
mummy,2017,2017-05-22,5.4
lunchbox,2013,2013-05-19,7.8
jobs,2013,2013-01-25,6.0
rio 2,2014,2014-03-20,6.3
blue ruin,2013,2013-05-17,7.1
live by night,2016,2016-12-13,6.4
intern,2015,2015-09-15,7.1
runner runner,2013,2013-09-18,5.6
need for speed,2014,2014-03-07,6.4
deliver us from evil,2014,2014-06-24,6.2
spectre,2015,2015-10-26,6.8
coco,2017,2017-10-20,8.4
brooklyn,2015,2015-01-26,7.5
